#yymmdd    hhmmss   name          ra        dec       fwhm a/b  theta  sky   nstar ccdtemp tempam  encra     
2014-02-01 18:25:05 20140201_0035.fits(obstype=survey 72.767620 85.645545 4.04 1.02 -4.93 60.879 746 241.495 -28.500 -24.587284
2014-02-01 18:25:12 20140201_0036.fits(obstype=survey 72.767620 85.645545 4.04 1.02 -4.98 59.8935 764 241.495 -28.500 -24.587284
2014-02-01 18:29:14 20140201_0037.fits(obstype=survey 54.560825 85.652617 4.27 1.05 -44.93 57.6578 769 241.359 -28.500 -5.172639
2014-02-01 18:29:21 20140201_0038.fits(obstype=survey 54.560825 85.652617 3.69 1.05 -14.72 56.337 848 241.359 -28.500 -5.172639
2014-02-01 18:29:28 20140201_0039.fits(obstype=survey 54.560825 85.652617 3.66 1.08 -14.99 56.464 843 241.359 -28.500 -5.172639
2014-02-01 18:33:34 20140201_0040.fits(obstype=survey 36.359515 85.658448 3.72 1.11 -14.96 77.3872 879 241.611 -28.700 14.338206
2014-02-01 18:33:41 20140201_0041.fits(obstype=survey 36.359515 85.658448 4.03 1.11 -14.84 77.879 879 241.611 -28.700 14.338206
2014-02-01 18:33:48 20140201_0042.fits(obstype=survey 36.359515 85.658448 4.14 1.11 -24.90 76.8642 891 241.611 -28.700 14.338206
2014-02-01 18:38:01 20140201_0043.fits(obstype=survey 18.187276 85.662254 4.06 1.08 -24.85 83.3205 918 240.798 -28.800 33.923951
2014-02-01 18:38:08 20140201_0044.fits(obstype=survey 18.187276 85.662254 4.26 1.08 -24.93 81.8118 934 240.798 -28.800 33.923951
2014-02-01 18:38:15 20140201_0045.fits(obstype=survey 18.187276 85.662254 3.70 1.08 -24.71 81.9148 1028 240.798 -28.800 33.923951
2014-02-01 18:42:17 20140201_0046.fits(obstype=survey 0.060528 85.663653 3.43 1.05 -34.97 87.7445 895 240.275 -28.900 53.446563
2014-02-01 18:42:24 20140201_0047.fits(obstype=survey 0.060528 85.663653 3.74 1.05 -34.84 88.3738 847 240.275 -28.900 53.446563
2014-02-01 18:42:31 20140201_0048.fits(obstype=survey 0.060528 85.663653 3.60 1.05 -34.80 87.575 868 240.275 -28.900 53.446563
2014-02-01 18:45:51 20140201_0049.fits(obstype=survey 359.916385 85.663589 3.80 1.08 -44.91 87.8345 898 240.236 -29.000 54.487763
2014-02-01 18:45:58 20140201_0050.fits(obstype=survey 359.916385 85.663589 3.62 1.08 -44.07 88.2168 915 240.236 -29.000 54.487763
2014-02-01 18:46:05 20140201_0051.fits(obstype=survey 359.916385 85.663589 3.80 1.08 -34.85 90.517 892 240.236 -29.000 54.487763
2014-02-01 18:50:07 20140201_0052.fits(obstype=survey 341.857320 85.662259 4.01 1.05 -34.93 83.8378 691 240.662 -29.000 73.942303
2014-02-01 18:50:14 20140201_0053.fits(obstype=survey 341.857320 85.662259 3.83 1.05 -34.79 81.7717 767 240.662 -29.000 73.942303
2014-02-01 18:50:20 20140201_0054.fits(obstype=survey 341.857320 85.662259 3.73 1.05 -34.95 81.1527 780 240.662 -29.000 73.942303
2014-02-01 18:54:22 20140201_0055.fits(obstype=survey 323.871475 85.658240 3.74 1.02 -14.88 81.1378 901 240.023 -29.100 93.284078
2014-02-01 18:54:29 20140201_0056.fits(obstype=survey 323.871475 85.658240 3.97 1.05 -34.92 82.2308 907 240.023 -29.100 93.284078
2014-02-01 18:54:36 20140201_0057.fits(obstype=survey 323.871475 85.658240 3.86 1.05 -34.86 81.8745 909 240.023 -29.100 93.284078
2014-02-01 18:58:37 20140201_0058.fits(obstype=survey 305.951863 85.652043 4.31 1.02 25.29 126.188 760 239.829 -29.400 112.495286
2014-02-01 18:58:44 20140201_0059.fits(obstype=survey 305.951863 85.652043 3.76 1.02 -4.83 126.137 811 239.829 -29.400 112.495286
2014-02-01 18:58:51 20140201_0060.fits(obstype=survey 305.951863 85.652043 3.42 1.05 -24.76 130.209 837 239.829 -29.400 112.495286
2014-02-01 19:02:52 20140201_0061.fits(obstype=survey 288.091830 85.644275 3.66 1.05 -23.82 135.104 779 239.790 -29.500 131.561319
2014-02-01 19:02:59 20140201_0062.fits(obstype=survey 288.091830 85.644275 3.78 1.02 -4.99 132.128 766 239.790 -29.500 131.561319
2014-02-01 19:03:05 20140201_0063.fits(obstype=survey 288.091830 85.644275 3.44 1.05 -14.94 131.503 775 239.790 -29.500 131.561319
2014-02-01 19:07:08 20140201_0064.fits(obstype=survey 270.275167 85.635900 3.64 1.05 -14.87 97.0135 800 239.887 -29.600 150.487526
2014-02-01 19:07:14 20140201_0065.fits(obstype=survey 270.275167 85.635900 3.79 1.05 -14.74 96.7908 801 239.887 -29.600 150.487526
2014-02-01 19:07:21 20140201_0066.fits(obstype=survey 270.275167 85.635900 3.82 1.05 -24.80 95.9262 819 239.887 -29.600 150.487526
2014-02-01 19:11:22 20140201_0067.fits(obstype=survey 252.482202 85.627831 3.87 1.05 -5.00 68.0753 762 239.499 -29.700 169.291564
2014-02-01 19:11:29 20140201_0068.fits(obstype=survey 252.482202 85.627831 4.00 1.05 -14.87 68.2922 777 239.499 -29.700 169.291564
2014-02-01 19:11:36 20140201_0069.fits(obstype=survey 252.482202 85.627831 4.08 1.05 -4.89 67.4888 750 239.499 -29.700 169.291564
2014-02-01 19:15:02 20140201_0070.fits(obstype=survey 251.434364 82.793760 4.10 1.05 -25.00 77.5973 685 239.461 -29.800 170.871356
2014-02-01 19:15:09 20140201_0071.fits(obstype=survey 251.434364 82.793760 4.26 1.02 -34.97 76.8553 707 239.461 -29.800 170.871356
2014-02-01 19:15:15 20140201_0072.fits(obstype=survey 251.434364 82.793760 4.07 1.05 -14.97 77.2227 740 239.461 -29.800 170.871356
2014-02-01 19:19:10 20140201_0073.fits(obstype=survey 262.292316 82.797809 4.29 1.02 15.00 82.3753 777 239.596 -29.900 161.077694
2014-02-01 19:19:16 20140201_0074.fits(obstype=survey 262.292316 82.797809 4.24 1.02 5.01 85.8888 758 239.596 -29.900 161.077694
2014-02-01 19:19:23 20140201_0075.fits(obstype=survey 262.292316 82.797809 4.06 1.05 -14.99 90.2623 740 239.596 -29.900 161.077694
2014-02-01 19:23:18 20140201_0076.fits(obstype=survey 273.150772 82.802267 4.22 1.02 5.04 107.663 864 239.499 -30.000 151.257266
2014-02-01 19:23:25 20140201_0077.fits(obstype=survey 273.150772 82.802267 4.34 1.05 -4.86 103.707 858 239.499 -30.000 151.257266
2014-02-01 19:23:32 20140201_0078.fits(obstype=survey 273.150772 82.802267 4.03 1.05 -14.88 101.68 888 239.499 -30.000 151.257266
2014-02-01 19:27:25 20140201_0079.fits(obstype=survey 284.012888 82.806627 3.74 1.05 -4.88 145.179 851 239.402 -30.100 141.415094
2014-02-01 19:27:32 20140201_0080.fits(obstype=survey 284.012888 82.806627 3.50 1.02 -4.79 146.634 844 239.402 -30.100 141.415094
2014-02-01 19:27:38 20140201_0081.fits(obstype=survey 284.012888 82.806627 3.79 1.05 5.06 146.177 837 239.402 -30.100 141.415094
2014-02-01 19:31:33 20140201_0082.fits(obstype=survey 294.882761 82.811126 3.76 1.05 -4.97 176.19 845 239.422 -30.100 131.543535
2014-02-01 19:31:39 20140201_0083.fits(obstype=survey 294.882761 82.811126 3.80 1.05 -24.97 168.693 849 239.422 -30.100 131.543535
2014-02-01 19:31:46 20140201_0084.fits(obstype=survey 294.882761 82.811126 3.98 1.05 -44.87 169.225 837 239.422 -30.100 131.543535
2014-02-01 19:35:41 20140201_0085.fits(obstype=survey 305.761013 82.815324 3.78 1.05 -64.92 175.208 917 239.286 -30.200 121.638563
2014-02-01 19:35:47 20140201_0086.fits(obstype=survey 305.761013 82.815324 3.79 1.05 -84.92 177.581 909 239.286 -30.200 121.638563
2014-02-01 19:35:54 20140201_0087.fits(obstype=survey 305.761013 82.815324 3.56 1.05 -44.98 175.895 924 239.286 -30.200 121.638563
2014-02-01 19:39:52 20140201_0088.fits(obstype=survey 316.648100 82.819210 4.08 1.05 -74.95 162.592 925 239.480 -30.200 111.722926
2014-02-01 19:39:59 20140201_0089.fits(obstype=survey 316.648100 82.819210 3.54 1.05 -54.98 159.365 975 239.480 -30.200 111.722926
2014-02-01 19:40:06 20140201_0090.fits(obstype=survey 316.648100 82.819210 3.50 1.05 -44.96 162.711 992 239.480 -30.200 111.722926
2014-02-01 19:44:02 20140201_0091.fits(obstype=survey 327.546376 82.822596 3.51 1.08 -45.00 127.466 1154 239.170 -30.300 101.779568
2014-02-01 19:44:09 20140201_0092.fits(obstype=survey 327.546376 82.822596 3.62 1.05 -54.89 128.984 1139 239.170 -30.300 101.779568
2014-02-01 19:44:16 20140201_0093.fits(obstype=survey 327.546376 82.822596 3.57 1.08 -44.95 130.695 1131 239.170 -30.300 101.779568
2014-02-01 19:48:10 20140201_0094.fits(obstype=survey 338.455826 82.825394 3.80 1.08 -54.88 92.9853 1184 238.976 -30.300 91.800012
2014-02-01 19:48:17 20140201_0095.fits(obstype=survey 338.455826 82.825394 3.64 1.08 -54.96 94.1753 1213 238.976 -30.300 91.800012
2014-02-01 19:48:24 20140201_0096.fits(obstype=survey 338.455826 82.825394 3.51 1.08 -44.75 93.6358 1261 238.976 -30.300 91.800012
2014-02-01 19:52:17 20140201_0097.fits(obstype=survey 349.377658 82.827575 3.54 1.08 -34.71 84.1328 1267 238.801 -30.500 81.794954
2014-02-01 19:52:24 20140201_0098.fits(obstype=survey 349.377658 82.827575 3.47 1.08 -34.63 83.2162 1226 238.801 -30.500 81.794954
2014-02-01 19:52:32 20140201_0099.fits(obstype=survey 349.377658 82.827575 3.47 1.11 -34.68 82.6423 1194 238.801 -30.500 81.794954
2014-02-01 19:56:26 20140201_0100.fits(obstype=survey 359.996721 82.828929 3.72 1.08 -24.98 91.6682 1230 238.879 -30.500 72.095924
2014-02-01 19:56:33 20140201_0101.fits(obstype=survey 359.996721 82.828929 3.66 1.08 -34.96 91.2848 1221 238.879 -30.500 72.095924
2014-02-01 19:56:40 20140201_0102.fits(obstype=survey 359.996721 82.828929 3.64 1.08 -34.86 89.9625 1248 238.879 -30.500 72.095924
2014-02-01 20:00:46 20140201_0103.fits(obstype=survey 21.896747 82.829501 3.62 1.08 -34.99 89.9792 1342 238.860 -30.600 51.052094
2014-02-01 20:00:53 20140201_0104.fits(obstype=survey 21.896747 82.829501 3.47 1.05 -34.78 90.0005 1346 238.860 -30.600 51.052094
2014-02-01 20:01:00 20140201_0105.fits(obstype=survey 21.896747 82.829501 3.52 1.11 -34.89 90.552 1337 238.860 -30.600 51.052094
2014-02-01 20:04:54 20140201_0106.fits(obstype=survey 32.860427 82.828589 3.39 1.08 -34.86 84.7692 1190 238.860 -30.700 41.018086
2014-02-01 20:05:01 20140201_0107.fits(obstype=survey 32.860427 82.828589 3.42 1.11 -33.90 85.2578 1248 238.860 -30.700 41.018086
2014-02-01 20:05:08 20140201_0108.fits(obstype=survey 32.860427 82.828589 3.22 1.11 -24.76 85.5775 1282 238.860 -30.700 41.018086
2014-02-01 20:09:01 20140201_0109.fits(obstype=survey 43.832389 82.826918 3.52 1.14 -34.91 76.3257 1161 238.763 -30.800 30.984506
2014-02-01 20:09:08 20140201_0110.fits(obstype=survey 43.832389 82.826918 3.40 1.14 -34.98 77.4627 1126 238.763 -30.800 30.984506
2014-02-01 20:09:15 20140201_0111.fits(obstype=survey 43.832389 82.826918 3.51 1.17 -34.85 78.3458 1115 238.763 -30.800 30.984506
2014-02-01 20:13:08 20140201_0112.fits(obstype=survey 54.809916 82.824583 3.62 1.17 -24.86 68.7617 1206 238.511 -30.800 20.961547
2014-02-01 20:13:15 20140201_0113.fits(obstype=survey 54.809916 82.824583 4.14 1.05 -14.94 70.6888 1140 238.511 -30.800 20.961547
2014-02-01 20:13:22 20140201_0114.fits(obstype=survey 54.809916 82.824583 3.41 1.11 -24.90 69.5173 1212 238.511 -30.800 20.961547
2014-02-01 20:17:16 20140201_0115.fits(obstype=survey 65.790727 82.821688 3.42 1.14 -24.95 63.0063 1106 238.472 -30.900 10.960377
2014-02-01 20:17:23 20140201_0116.fits(obstype=survey 65.790727 82.821688 3.34 1.14 -14.98 60.7535 1194 238.472 -30.900 10.960377
2014-02-01 20:17:30 20140201_0117.fits(obstype=survey 65.790727 82.821688 3.10 1.11 -14.99 60.4788 1219 238.472 -30.900 10.960377
2014-02-01 20:21:23 20140201_0118.fits(obstype=survey 76.774919 82.818233 3.17 1.08 -14.99 52.3748 1220 238.355 -30.900 0.969758
2014-02-01 20:21:30 20140201_0119.fits(obstype=survey 76.774919 82.818233 3.10 1.08 -14.99 51.4543 1267 238.355 -30.900 0.969758
2014-02-01 20:21:37 20140201_0120.fits(obstype=survey 76.774919 82.818233 3.16 1.08 -14.93 51.4293 1267 238.355 -30.900 0.969758
2014-02-01 20:25:31 20140201_0121.fits(obstype=survey 87.759494 82.814425 3.13 1.05 -4.74 48.8113 1210 238.220 -31.000 -8.991977
2014-02-01 20:25:38 20140201_0122.fits(obstype=survey 87.759494 82.814425 3.11 1.05 -4.82 48.5135 1198 238.220 -31.000 -8.991977
2014-02-01 20:25:45 20140201_0123.fits(obstype=survey 87.759494 82.814425 3.13 1.05 -4.66 47.1438 1226 238.220 -31.000 -8.991977
2014-02-01 20:29:38 20140201_0124.fits(obstype=survey 98.741045 82.810266 3.11 1.05 -4.96 46.7697 1071 238.200 -31.100 -18.933866
2014-02-01 20:29:45 20140201_0125.fits(obstype=survey 98.741045 82.810266 2.92 1.05 5.08 46.8797 1078 238.200 -31.100 -18.933866
2014-02-01 20:29:52 20140201_0126.fits(obstype=survey 98.741045 82.810266 3.10 1.05 -4.98 46.9922 1072 238.200 -31.100 -18.933866
2014-02-01 20:33:47 20140201_0127.fits(obstype=survey 109.718740 82.805902 3.31 1.05 -34.96 44.7338 1015 238.297 -31.100 -28.843807
2014-02-01 20:33:56 20140201_0128.fits(obstype=survey 109.718740 82.805902 3.10 1.05 -34.96 44.725 1016 238.297 -31.100 -28.843807
2014-02-01 20:34:04 20140201_0129.fits(obstype=survey 109.718740 82.805902 3.17 1.05 -14.94 44.8112 1029 238.297 -31.100 -28.843807
2014-02-01 20:37:52 20140201_0130.fits(obstype=survey 120.691466 82.801579 3.48 1.08 -64.89 44.4902 964 238.297 -31.200 -38.737472
2014-02-01 20:37:59 20140201_0131.fits(obstype=survey 120.691466 82.801579 3.34 1.08 -24.88 44.9995 969 238.297 -31.200 -38.737472
2014-02-01 20:38:06 20140201_0132.fits(obstype=survey 120.691466 82.801579 3.24 1.05 -24.97 45.1988 946 238.297 -31.200 -38.737472
2014-02-01 20:41:59 20140201_0133.fits(obstype=survey 131.656311 82.797335 3.36 1.11 -14.98 45.8257 831 237.851 -31.300 -48.599577
2014-02-01 20:42:05 20140201_0134.fits(obstype=survey 131.656311 82.797335 3.09 1.08 -14.87 45.4988 863 237.851 -31.300 -48.599577
2014-02-01 20:42:12 20140201_0135.fits(obstype=survey 131.656311 82.797335 3.26 1.08 -14.94 45.2493 861 237.851 -31.300 -48.599577
2014-02-01 20:46:08 20140201_0136.fits(obstype=survey 142.613005 82.793271 3.33 1.08 -14.84 46.3767 797 237.793 -31.300 -58.428876
2014-02-01 20:46:15 20140201_0137.fits(obstype=survey 142.613005 82.793271 3.32 1.08 -4.98 46.1613 786 237.793 -31.300 -58.428876
2014-02-01 20:46:22 20140201_0138.fits(obstype=survey 142.613005 82.793271 3.39 1.05 -4.98 46.2958 777 237.793 -31.300 -58.428876
2014-02-01 20:50:15 20140201_0139.fits(obstype=survey 153.560201 82.789436 3.21 1.05 -14.87 48.0065 746 238.084 -31.300 -68.243823
2014-02-01 20:50:22 20140201_0140.fits(obstype=survey 153.560201 82.789436 3.38 1.05 -14.98 48.1288 694 238.084 -31.300 -68.243823
2014-02-01 20:50:29 20140201_0141.fits(obstype=survey 153.560201 82.789436 3.43 1.05 -15.00 48.201 664 238.084 -31.300 -68.243823
2014-02-01 20:54:22 20140201_0142.fits(obstype=survey 164.497301 82.786267 3.32 1.02 -4.72 50.7377 645 238.064 -31.300 -78.039560
2014-02-01 20:54:28 20140201_0143.fits(obstype=survey 164.497301 82.786267 3.42 1.02 -14.99 50.6562 677 238.064 -31.300 -78.039560
2014-02-01 20:54:35 20140201_0144.fits(obstype=survey 164.497301 82.786267 3.41 1.02 -5.00 50.5225 726 238.064 -31.300 -78.039560
2014-02-01 20:58:30 20140201_0145.fits(obstype=survey 175.423114 82.783601 3.35 1.05 -24.93 51.5902 682 237.929 -31.400 -87.814200
2014-02-01 20:58:36 20140201_0146.fits(obstype=survey 175.423114 82.783601 3.33 1.02 -14.97 51.4952 716 237.929 -31.400 -87.814200
2014-02-01 20:58:43 20140201_0147.fits(obstype=survey 175.423114 82.783601 3.26 1.02 -4.94 51.5863 713 237.929 -31.400 -87.814200
2014-02-01 21:02:40 20140201_0148.fits(obstype=survey 186.338579 82.781489 3.14 1.05 -14.95 53.343 636 238.006 -31.400 -97.572987
2014-02-01 21:02:46 20140201_0149.fits(obstype=survey 186.338579 82.781489 3.11 1.05 -24.69 53.5107 607 238.006 -31.400 -97.572987
2014-02-01 21:02:53 20140201_0150.fits(obstype=survey 186.338579 82.781489 3.05 1.05 -14.96 53.7077 588 238.006 -31.400 -97.572987
2014-02-01 21:06:46 20140201_0151.fits(obstype=survey 197.244081 82.780195 2.95 1.02 -4.86 59.0728 610 237.735 -31.500 -107.331149
2014-02-01 21:06:52 20140201_0152.fits(obstype=survey 197.244081 82.780195 3.09 1.05 -14.99 58.7957 587 237.735 -31.500 -107.331149
2014-02-01 21:06:59 20140201_0153.fits(obstype=survey 197.244081 82.780195 3.15 1.05 -14.99 58.3662 585 237.735 -31.500 -107.331149
2014-02-01 21:10:53 20140201_0154.fits(obstype=survey 208.138431 82.779554 3.08 1.02 5.13 58.5537 528 237.599 -31.500 -117.087312
2014-02-01 21:10:59 20140201_0155.fits(obstype=survey 208.138431 82.779554 3.27 1.02 -14.88 59.2393 536 237.599 -31.500 -117.087312
2014-02-01 21:11:06 20140201_0156.fits(obstype=survey 208.138431 82.779554 3.13 1.02 -14.99 59.5362 537 237.599 -31.500 -117.087312
2014-02-01 21:14:59 20140201_0157.fits(obstype=survey 219.024408 82.779725 3.34 1.05 -4.94 67.002 574 237.618 -31.600 -126.848369
2014-02-01 21:15:05 20140201_0158.fits(obstype=survey 219.024408 82.779725 3.48 1.05 -14.19 66.513 590 237.618 -31.600 -126.848369
2014-02-01 21:15:12 20140201_0159.fits(obstype=survey 219.024408 82.779725 3.38 1.05 -14.93 67.1808 579 237.618 -31.600 -126.848369
2014-02-01 21:19:07 20140201_0160.fits(obstype=survey 229.900831 82.780702 3.69 1.05 -34.72 78.2543 528 237.987 -31.700 -136.604038
2014-02-01 21:19:13 20140201_0161.fits(obstype=survey 229.900831 82.780702 3.57 1.05 -34.91 77.7825 600 237.987 -31.700 -136.604038
2014-02-01 21:19:20 20140201_0162.fits(obstype=survey 229.900831 82.780702 3.78 1.05 -24.98 75.4547 578 237.987 -31.700 -136.604038
2014-02-01 21:23:14 20140201_0163.fits(obstype=survey 240.771345 82.782335 3.93 1.05 -34.73 83.3387 606 237.715 -31.700 -146.376374
2014-02-01 21:23:20 20140201_0164.fits(obstype=survey 240.771345 82.782335 3.77 1.05 -34.92 83.1123 622 237.715 -31.700 -146.376374
2014-02-01 21:23:27 20140201_0165.fits(obstype=survey 240.771345 82.782335 3.58 1.05 -24.77 82.7358 638 237.715 -31.700 -146.376374
2014-02-01 21:27:03 20140201_0166.fits(obstype=survey 243.744536 79.949531 3.73 1.08 -24.51 85.4722 667 237.638 -31.700 -148.534349
2014-02-01 21:27:09 20140201_0167.fits(obstype=survey 243.744536 79.949531 3.76 1.05 -23.90 84.9142 665 237.638 -31.700 -148.534349
2014-02-01 21:27:16 20140201_0168.fits(obstype=survey 243.744536 79.949531 3.71 1.05 -14.70 84.4723 652 237.638 -31.700 -148.534349
2014-02-01 21:31:05 20140201_0169.fits(obstype=survey 235.923125 79.947877 3.73 1.08 -34.80 76.272 643 237.618 -31.800 -139.733015
2014-02-01 21:31:11 20140201_0170.fits(obstype=survey 235.923125 79.947877 3.59 1.05 -24.87 76.3778 647 237.618 -31.800 -139.733015
2014-02-01 21:31:18 20140201_0171.fits(obstype=survey 235.923125 79.947877 3.46 1.05 -14.78 78.4767 659 237.618 -31.800 -139.733015
2014-02-01 21:34:02 20140201_0172.fits(obstype=M82 149.211893 69.660708 3.34 1.05 -3.33 38.192 316 237.385 -31.800 -52.132108
2014-02-01 21:34:08 20140201_0173.fits(obstype=M82 149.211893 69.660708 3.20 1.05 -24.52 38.366 320 237.385 -31.800 -52.132108
2014-02-01 21:34:15 20140201_0174.fits(obstype=M82 149.211893 69.660708 3.21 1.05 -34.49 38.405 329 237.385 -31.800 -52.132108
2014-02-01 21:35:21 20140201_0175.fits(obstype=M82 149.213684 69.660720 3.25 1.05 -44.27 37.8273 357 237.502 -31.800 -51.862335
2014-02-01 21:35:28 20140201_0176.fits(obstype=M82 149.213684 69.660720 3.33 1.02 -2.43 37.7027 361 237.502 -31.800 -51.862335
2014-02-01 21:35:35 20140201_0177.fits(obstype=M82 149.213684 69.660720 3.32 1.05 5.27 37.748 358 237.502 -31.800 -51.862335
2014-02-01 21:36:53 20140201_0178.fits(obstype=M82 149.213215 69.660950 3.55 1.02 5.28 37.5305 394 237.366 -31.900 -51.540784
2014-02-01 21:37:00 20140201_0179.fits(obstype=M82 149.213215 69.660950 3.34 1.05 -14.04 37.5415 391 237.366 -31.900 -51.540784
2014-02-01 21:37:07 20140201_0180.fits(obstype=M82 149.213215 69.660950 3.36 1.08 -29.97 37.5335 391 237.366 -31.900 -51.540784
2014-02-01 21:38:39 20140201_0181.fits(obstype=M82 149.212487 69.660822 3.64 1.05 -54.88 37.5812 427 237.463 -31.900 -51.159009
2014-02-01 21:38:46 20140201_0182.fits(obstype=M82 149.212487 69.660822 3.26 1.05 -23.35 37.7672 427 237.463 -31.900 -51.159009
2014-02-01 21:38:53 20140201_0183.fits(obstype=M82 149.212487 69.660822 3.13 1.05 -24.58 37.832 438 237.463 -31.900 -51.159009
2014-02-01 21:43:57 20140201_0184.fits(obstype=survey 228.113731 79.946611 3.34 1.05 -14.04 65.853 641 237.269 -32.000 -128.739038
2014-02-01 21:44:03 20140201_0185.fits(obstype=survey 228.113731 79.946611 3.37 1.05 -14.95 65.4098 625 237.269 -32.000 -128.739038
2014-02-01 21:44:10 20140201_0186.fits(obstype=survey 228.113731 79.946611 3.33 1.05 -24.76 65.0585 599 237.269 -32.000 -128.739038
